date,spread_10y_2y
2015-02-24,1.3900000000000001
2015-02-25,1.35
2015-02-26,1.3699999999999997
2015-02-27,1.37
2015-03-02,1.42
2015-03-03,1.44
2015-03-04,1.46
2015-03-05,1.46
2015-03-06,1.5100000000000002
2015-03-09,1.5000000000000002
2015-03-10,1.4400000000000002
2015-03-11,1.41
2015-03-12,1.4300000000000002
2015-03-13,1.4499999999999997
2015-03-16,1.44
2015-03-17,1.36
2015-03-18,1.3599999999999999
2015-03-19,1.35
2015-03-20,1.33
2015-03-23,1.3199999999999998
2015-03-24,1.2999999999999998
2015-03-25,1.3399999999999999
2015-03-26,1.4
2015-03-27,1.37
2015-03-30,1.38
2015-03-31,1.38
2015-04-01,1.32
2015-04-02,1.3699999999999999
2015-04-03,1.36
2015-04-06,1.41
2015-04-07,1.3699999999999999
2015-04-08,1.38
2015-04-09,1.41
2015-04-10,1.3900000000000001
2015-04-13,1.4
2015-04-14,1.3699999999999999
2015-04-15,1.4
2015-04-16,1.4
2015-04-17,1.36
2015-04-20,1.3499999999999999
2015-04-21,1.3699999999999999
2015-04-22,1.42
2015-04-23,1.41
2015-04-24,1.39
2015-04-27,1.4
2015-04-28,1.44
2015-04-29,1.5
2015-04-30,1.4699999999999998
2015-05-01,1.52
2015-05-04,1.56
2015-05-05,1.5699999999999998
2015-05-06,1.6
2015-05-07,1.5500000000000003
2015-05-08,1.5700000000000003
2015-05-11,1.6599999999999997
2015-05-12,1.67
2015-05-13,1.6800000000000002
2015-05-14,1.67
2015-05-15,1.59
2015-05-18,1.65
2015-05-19,1.6400000000000001
2015-05-20,1.6599999999999997
2015-05-21,1.5899999999999999
2015-05-22,1.5699999999999998
2015-05-25,
2015-05-26,1.5
2015-05-27,1.5
2015-05-28,1.5099999999999998
2015-05-29,1.5100000000000002
2015-06-01,1.5499999999999998
2015-06-02,1.63
2015-06-03,1.69
2015-06-04,1.65
2015-06-05,1.6800000000000002
2015-06-08,1.6900000000000002
2015-06-09,1.7
2015-06-10,1.75
2015-06-11,1.6600000000000001
2015-06-12,1.6500000000000001
2015-06-15,1.64
2015-06-16,1.6099999999999999
2015-06-17,1.65
2015-06-18,1.69
2015-06-19,1.6099999999999999
2015-06-22,1.69
2015-06-23,1.72
2015-06-24,1.6999999999999997
2015-06-25,1.7199999999999998
2015-06-26,1.7700000000000002
2015-06-29,1.69
2015-06-30,1.71
2015-07-01,1.7400000000000002
2015-07-02,1.7599999999999998
2015-07-03,
2015-07-06,1.6999999999999997
2015-07-07,1.69
2015-07-08,1.6700000000000002
2015-07-09,1.7199999999999998
2015-07-10,1.77
2015-07-13,1.75
2015-07-14,1.75
2015-07-15,1.7199999999999998
2015-07-16,1.69
2015-07-17,1.6599999999999997
2015-07-20,1.67
2015-07-21,1.6400000000000001
2015-07-22,1.58
2015-07-23,1.5699999999999998
2015-07-24,1.57
2015-07-27,1.5499999999999998
2015-07-28,1.5699999999999998
2015-07-29,1.59
2015-07-30,1.5599999999999998
2015-07-31,1.5300000000000002
2015-08-03,1.48
2015-08-04,1.49
2015-08-05,1.5499999999999998
2015-08-06,1.52
2015-08-07,1.4500000000000002
2015-08-10,1.5100000000000002
2015-08-11,1.4699999999999998
2015-08-12,1.4700000000000002
2015-08-13,1.47
2015-08-14,1.4700000000000002
2015-08-17,1.4400000000000002
2015-08-18,1.4600000000000002
2015-08-19,1.4500000000000002
2015-08-20,1.4
2015-08-21,1.4099999999999997
2015-08-24,1.42
2015-08-25,1.4500000000000002
2015-08-26,1.5100000000000002
2015-08-27,1.5
2015-08-28,1.47
2015-08-31,1.47
2015-09-01,1.47
2015-09-02,1.4800000000000002
2015-09-03,1.4700000000000002
2015-09-04,1.42
2015-09-07,
2015-09-08,1.4600000000000002
2015-09-09,1.46
2015-09-10,1.48
2015-09-11,1.4900000000000002
2015-09-14,1.4500000000000002
2015-09-15,1.46
2015-09-16,1.48
2015-09-17,1.51
2015-09-18,1.44
2015-09-21,1.4800000000000002
2015-09-22,1.4500000000000002
2015-09-23,1.4600000000000002
2015-09-24,1.46
2015-09-25,1.47
2015-09-28,1.4300000000000002
2015-09-29,1.4099999999999997
2015-09-30,1.42
2015-10-01,1.4099999999999997
2015-10-02,1.4100000000000001
2015-10-05,1.46
2015-10-06,1.44
2015-10-07,1.4300000000000002
2015-10-08,1.4700000000000002
2015-10-09,1.4700000000000002
2015-10-12,
2015-10-13,1.42
2015-10-14,1.42
2015-10-15,1.4300000000000002
2015-10-16,1.4300000000000002
2015-10-19,1.4300000000000002
2015-10-20,1.42
2015-10-21,1.4
2015-10-22,1.4300000000000002
2015-10-23,1.4299999999999997
2015-10-26,1.4099999999999997
2015-10-27,1.4
2015-10-28,1.37
2015-10-29,1.44
2015-10-30,1.4100000000000001
2015-11-02,1.4300000000000002
2015-11-03,1.43
2015-11-04,1.4100000000000001
2015-11-05,1.4099999999999997
2015-11-06,1.44
2015-11-09,1.4699999999999998
2015-11-10,1.4499999999999997
2015-11-11,
2015-11-12,1.4299999999999997
2015-11-13,1.42
2015-11-16,1.3900000000000001
2015-11-17,1.3900000000000001
2015-11-18,1.37
2015-11-19,1.33
2015-11-20,1.3299999999999996
2015-11-23,1.31
2015-11-24,1.31
2015-11-25,1.2999999999999998
2015-11-26,
2015-11-27,1.3000000000000003
2015-11-30,1.27
2015-12-01,1.2399999999999998
2015-12-02,1.2400000000000002
2015-12-03,1.37
2015-12-04,1.3199999999999998
2015-12-07,1.29
2015-12-08,1.3000000000000003
2015-12-09,1.29
2015-12-10,1.2900000000000003
2015-12-11,1.25
2015-12-14,1.26
2015-12-15,1.2999999999999998
2015-12-16,1.2799999999999998
2015-12-17,1.2400000000000002
2015-12-18,1.22
2015-12-21,1.2400000000000002
2015-12-22,1.2500000000000002
2015-12-23,1.26
2015-12-24,1.22
2015-12-25,
2015-12-28,1.1900000000000002
2015-12-29,1.2299999999999998
2015-12-30,1.23
2015-12-31,1.21
